型号,机号,传动方式,主轴转速,流量,全压,电机型号,功率
4-79,8,C,1270,21050,1530,Y160L-4,15
4-79,8,C,1270,23200,1471,Y160L-4,15
4-79,8,C,1270,25100,1412,Y160L-4,15
4-79,8,C,1270,27100,1373,Y160L-4,15
4-79,8,C,1270,30200,1177,Y160L-4,15
4-79,8,C,1270,33100,932,Y160L-4,15
4-79,8,C,1120,15050,1226,Y160M-4,11
4-79,8,C,1120,16800,1206,Y160M-4,11
4-79,8,C,1120,18550,1187,Y160M-4,11
4-79,8,C,1120,20400,1147,Y160M-4,11
4-79,8,C,1120,22100,1098,Y160M-4,11
4-79,8,C,1120,23900,1069,Y160M-4,11
4-79,8,C,1120,26700,922,Y160M-4,11
4-79,8,C,1120,29200,726,Y160M-4,11
4-79,8,C,1000,13450,971,Y132M-4,7.5
4-79,8,C,1000,15000,961,Y132M-4,7.5
4-79,8,C,1000,16550,951,Y132M-4,7.5
4-79,8,C,1000,18500,912,Y132M-4,7.5
4-79,8,C,1000,19750,873,Y132M-4,7.5
4-79,8,C,1000,21400,853,Y132M-4,7.5
4-79,8,C,1000,23800,735,Y132M-4,7.5
4-79,8,C,1000,26050,579,Y132M-4,7.5
4-79,8,C,900,12100,785,Y132S-4,5.5
4-79,8,C,900,13500,775,Y132S-4,5.5
4-79,8,C,900,14900,765,Y132S-4,5.5
4-79,8,C,900,16650,735,Y132S-4,5.5
4-79,8,C,900,17800,706,Y132S-4,5.5
4-79,8,C,900,19250,686,Y132S-4,5.5
4-79,8,C,900,21400,598,Y132S-4,5.5
4-79,8,C,900,23500,471,Y132S-4,5.5
4-79,8,C,800,10760,618,Y112M-4,4
4-79,8,C,800,12000,613,Y112M-4,4
4-79,8,C,800,13250,608,Y112M-4,4
4-79,8,C,800,14800,579,Y112M-4,4
4-79,8,C,800,15800,229,Y112M-4,4
4-79,8,C,800,17130,249,Y112M-4,4
4-79,8,C,800,19050,471,Y112M-4,4
4-79,8,C,800,20850,353,Y112M-4,4
4-79,8,C,710,9520,490,Y100L2-4,3
4-79,8,C,710,10660,471,Y100L2-4,3
4-79,8,C,710,11750,466,Y100L2-4,3
4-79,8,C,710,13140,461,Y100L2-4,3
4-79,8,C,710,14030,441,Y100L2-4,3
4-79,8,C,710,15200,431,Y100L2-4,3
4-79,8,C,710,16900,373,Y100L2-4,3
4-79,8,C,710,18800,294,Y100L2-4,3
4-79,8,C,630,8450,387,Y112M-6,2.2
4-79,8,C,630,9460,382,Y112M-6,2.2
4-79,8,C,630,10430,378,Y112M-6,2.2
4-79,8,C,630,11670,363,Y112M-6,2.2
4-79,8,C,630,12450,343,Y112M-6,2.2
4-79,8,C,630,13500,333,Y112M-6,2.2
4-79,8,C,630,15000,294,Y112M-6,2.2
4-79,8,C,630,16450,226,Y112M-6,2.2
4-79,10,E,740,21900,843,Y160M-4,11
4-79,10,E,740,25200,823,Y160M-4,11
4-79,10,E,740,28400,775,Y160M-4,11
4-79,10,E,740,31800,716,Y160M-4,11
4-79,10,E,740,34000,647,Y160M-4,11
4-79,10,E,740,36100,579,Y160M-4,11
4-79,10,E,660,19500,667,Y160M-6,7.5
4-79,10,E,660,22500,657,Y160M-6,7.5
4-79,10,E,660,25300,618,Y160M-6,7.5
4-79,10,E,660,28300,569,Y160M-6,7.5
4-79,10,E,660,30300,510,Y160M-6,7.5
4-79,10,E,660,32200,461,Y160M-6,7.5
4-79,10,E,580,17160,520,Y132M2-6,7.5
4-79,10,E,580,19800,510,Y132M2-6,5.5
4-79,10,E,580,22300,471,Y132M2-6,5.5
4-79,10,E,580,24900,441,Y132M2-6,5.5
4-79,10,E,580,26600,392,Y132M2-6,5.5
4-79,10,E,580,29300,353,Y132M2-6,5.5
4-79,10,E,520,15400,412,Y132M1-6,4
4-79,10,E,520,17700,402,Y132M1-6,4
4-79,10,E,520,19950,382,Y132M1-6,4
4-79,10,E,520,22300,353,Y132M1-6,4
4-79,10,E,520,23850,314,Y132M1-6,4
4-79,10,E,520,25400,284,Y132M1-6,4
4-79,12,E,1040,53300,2329,Y280S-4,75
4-79,12,E,1040,61300,2354,Y280S-4,75
4-79,12,E,1040,39100,2197,Y280S-4,75
4-79,12,E,1040,77100,2050,Y280S-4,75
4-79,12,E,1040,82600,1834,Y280S-4,75
4-79,12,E,1040,87800,1638,Y280S-4,75
4-79,12,E,940,48200,1952,Y250M-4,55
4-79,12,E,940,55400,1922,Y250M-4,55
4-79,12,E,940,62400,1795,Y250M-4,55
4-79,12,E,940,69600,1677,Y250M-4,55
4-79,12,E,940,74600,1491,Y250M-4,55
4-79,12,E,940,79300,1334,Y250M-4,55
4-79,12,E,830,42500,1530,Y250M-6,37
4-79,12,E,830,48900,1500,Y250M-6,37
4-79,12,E,830,55200,1402,Y250M-6,37
4-79,12,E,830,61500,1304,Y250M-6,37
4-79,12,E,830,65900,1167,Y250M-6,37
4-79,12,E,830,70100,1040,Y250M-6,37
4-79,12,E,740,37900,1216,Y200L2-6,22
4-79,12,E,740,43600,1196,Y200L2-6,22
4-79,12,E,740,49200,1108,Y200L2-6,22
4-79,12,E,740,54800,1040,Y200L2-6,22
4-79,12,E,740,58700,932,Y200L2-6,22
4-79,12,E,740,62400,824,Y200L2-6,22
4-79,12,E,660,33800,961,Y200L1-6,18.5
4-79,12,E,660,38900,951,Y200L1-6,18.5
4-79,12,E,660,43800,883,Y200L1-6,18.5
4-79,12,E,660,48900,824,Y200L1-6,18.5
4-79,12,E,660,52400,735,Y200L1-6,18.5
4-79,12,E,660,55700,657,Y200L1-6,18.5
4-79,12,E,580,29700,755,Y160L-6,11
4-79,12,E,580,34200,745,Y160L-6,11
4-79,12,E,580,38500,686,Y160L-6,11
4-79,12,E,580,43000,637,Y160L-6,11
4-79,12,E,580,46100,569,Y160L-6,11
4-79,12,E,580,48900,510,Y160L-6,11
4-79,12,E,520,26650,603,Y160M-6,7.5
4-79,12,E,520,30650,598,Y160M-6,7.5
4-79,12,E,520,34500,549,Y160M-6,7.5
4-79,12,E,520,38550,510,Y160M-6,7.5
4-79,12,E,520,41300,451,Y160M-6,7.5
4-79,12,E,520,43900,402,Y160M-6,7.5
4-79,12,E,470,24100,490,Y132M2-6,5.5
4-79,12,E,470,27700,485,Y132M2-6,5.5
4-79,12,E,470,31200,441,Y132M2-6,5.5
4-79,12,E,470,34800,412,Y132M2-6,5.5
4-79,12,E,470,37300,373,Y132M2-6,5.5
4-79,12,E,470,39700,333,Y132M2-6,5.5
4-79,12,E,420,21500,387,Y132M1-6,4
4-79,12,E,420,24700,382,Y132M1-6,4
4-79,12,E,420,27900,353,Y132M1-6,4
4-79,12,E,420,31150,333,Y132M1-6,4
4-79,12,E,420,33400,294,Y132M1-6,4
4-79,12,E,420,35450,265,Y132M1-6,4
4-79,14,E,830,67400,2089,Y315S-6,75
4-79,14,E,830,77500,2040,Y315S-6,75
4-79,14,E,830,87600,1912,Y315S-6,75
4-79,14,E,830,97700,1775,Y315S-6,75
4-79,14,E,830,104400,1598,Y315S-6,75
4-79,14,E,830,111000,1422,Y315S-6,75
4-79,14,E,740,60100,1657,Y280M-6,55
4-79,14,E,740,69100,1618,Y280M-6,55
4-79,14,E,740,78100,1520,Y280M-6,55
4-79,14,E,740,87100,1412,Y280M-6,55
4-79,14,E,740,92800,1265,Y280M-6,55
4-79,14,E,740,98900,1128,Y280M-6,55
4-79,14,E,680,55300,1402,Y250M-6,37
4-79,14,E,680,63500,1373,Y250M-6,37
4-79,14,E,680,71800,1285,Y250M-6,37
4-79,14,E,680,80100,1187,Y250M-6,37
4-79,14,E,680,85500,1069,Y250M-6,37
4-79,14,E,680,90900,951,Y250M-6,37
4-79,14,E,580,47100,1020,Y200L1-6,22
4-79,14,E,580,54200,990,Y200L1-6,22
4-79,14,E,580,61200,932,Y200L1-6,22
4-79,14,E,580,68300,863,Y200L1-6,22
4-79,14,E,580,72700,775,Y200L1-6,22
4-79,14,E,580,77500,686,Y200L1-6,22
4-79,14,E,520,42200,814,Y200L1-6,18.5
4-79,14,E,520,48600,794,Y200L1-6,18.5
4-79,14,E,520,54900,745,Y200L1-6,18.5
4-79,14,E,520,61200,696,Y200L1-6,18.5
4-79,14,E,520,65300,618,Y200L1-6,18.5
4-79,14,E,520,69500,549,Y200L1-6,18.5
4-79,14,E,460,37300,637,Y180L-6,15
4-79,14,E,460,43000,618,Y180L-6,15
4-79,14,E,460,48600,579,Y180L-6,15
4-79,14,E,460,54100,549,Y180L-6,15
4-79,14,E,460,57700,481,Y180L-6,15
4-79,14,E,460,61500,431,Y180L-6,15
4-79,14,E,420,34050,530,Y160L-6,11
4-79,14,E,420,39300,510,Y160L-6,11
4-79,14,E,420,44300,481,Y160L-6,11
4-79,14,E,420,49400,461,Y160L-6,11
4-79,14,E,420,52700,402,Y160L-6,11
4-79,14,E,420,56200,363,Y160L-6,11
4-79,14,E,370,30000,412,Y160M-6,7.5
4-79,14,E,370,34600,402,Y160M-6,7.5
4-79,14,E,370,39100,373,Y160M-6,7.5
4-79,14,E,370,43500,353,Y160M-6,7.5
4-79,14,E,370,46400,314,Y160M-6,7.5
4-79,14,E,370,49400,275,Y160M-6,7.5
4-79,14,E,330,26800,324,Y132M2-6,5.5
4-79,14,E,330,30850,216,Y132M2-6,5.5
4-79,14,E,330,34800,294,Y132M2-6,5.5
4-79,14,E,330,38800,275,Y132M2-6,5.5
4-79,14,E,330,41400,245,Y132M2-6,5.5
4-79,14,E,330,44100,226,Y132M2-6,5.5
4-79,16,E,740,89700,2177,Y315M1-6,90
4-79,16,E,740,103200,2128,Y315M1-6,90
4-79,16,E,740,116600,1991,Y315M1-6,90
4-79,16,E,740,130100,1844,Y315M1-6,90
4-79,16,E,740,139100,1667,Y315M1-6,90
4-79,16,E,740,147800,1480,Y315M1-6,90
4-79,16,E,660,80100,1726,Y315S-6,75
4-79,16,E,660,92100,1687,Y315S-6,75
4-79,16,E,660,104000,1589,Y315S-6,75
4-79,16,E,660,116100,1432,Y315S-6,75
4-79,16,E,660,124100,1324,Y315S-6,75
4-79,16,E,660,131900,1177,Y315S-6,75
4-79,16,E,580,70300,1334,Y280M-6,55
4-79,16,E,580,80900,1304,Y280M-6,55
4-79,16,E,580,91400,1216,Y280M-6,55
4-79,16,E,580,102000,1128,Y280M-6,55
4-79,16,E,580,109100,1020,Y280M-6,55
4-79,16,E,580,115900,9002,Y280M-6,55
4-79,16,E,510,61700,1030,Y250M-6,37
4-79,16,E,510,71000,1010,Y250M-6,37
4-79,16,E,510,80300,941,Y250M-6,37
4-79,16,E,510,89500,873,Y250M-6,37
4-79,16,E,510,95700,785,Y250M-6,37
4-79,16,E,510,101900,696,Y250M-6,37
4-79,16,E,470,56900,873,Y225M-6,30
4-79,16,E,470,65600,853,Y225M-6,30
4-79,16,E,470,74100,804,Y225M-6,30
4-79,16,E,470,82600,745,Y225M-6,30
4-79,16,E,470,88400,667,Y225M-6,30
4-79,16,E,470,94000,598,Y225M-6,30
4-79,16,E,420,50800,696,Y200L1-6,18.5
4-79,16,E,420,58600,677,Y200L1-6,18.5
4-79,16,E,420,66200,637,Y200L1-6,18.5
4-79,16,E,420,73800,598,Y200L1-6,18.5
4-79,16,E,420,79000,530,Y200L1-6,18.5
4-79,16,E,420,84000,481,Y200L1-6,18.5
4-79,16,E,370,44800,539,Y180L-6,15
4-79,16,E,370,51900,530,Y180L-6,15
4-79,16,E,370,58400,500,Y180L-6,15
4-79,16,E,370,65100,461,Y180L-6,15
4-79,16,E,370,69600,412,Y180L-6,15
4-79,16,E,370,74100,373,Y180L-6,15
4-79,16,E,330,40000,431,Y160L-6,11
4-79,16,E,330,46100,422,Y160L-6,11
4-79,16,E,330,52100,392,Y160L-6,11
4-79,16,E,330,58000,363,Y160L-6,11
4-79,16,E,330,62100,324,Y160L-6,11
4-79,16,E,330,66100,294,Y160L-6,11
4-79,16,E,290,35100,333,Y160M-6,7.5
4-79,16,E,290,40500,324,Y160M-6,7.5
4-79,16,E,290,45700,304,Y160M-6,7.5
4-79,16,E,290,51000,284,Y160M-6,7.5
4-79,16,E,290,54500,255,Y160M-6,7.5
4-79,16,E,290,58000,226,Y160M-6,7.5
4-79,18,E,660,114000,2187,Y315M2-6,110
4-79,18,E,660,131100,2138,Y315M2-6,110
4-79,18,E,660,148100,2010,Y315M2-6,110
4-79,18,E,660,165400,1844,Y315M2-6,110
4-79,18,E,660,176900,1677,Y315M2-6,110
4-79,18,E,660,187900,1491,Y315M2-6,110
4-79,18,E,580,100200,1687,Y315M1-8,75
4-79,18,E,580,115300,1648,Y315M1-8,75
4-79,18,E,580,130300,1549,Y315M1-8,75
4-79,18,E,580,145500,1422,Y315M1-8,75
4-79,18,E,580,155600,1294,Y315M1-8,75
4-79,18,E,580,165100,1147,Y315M1-8,75
4-79,18,E,520,89900,1363,Y315S-6,55
4-79,18,E,520,103400,1334,Y315S-6,55
4-79,18,E,520,116900,1245,Y315S-6,55
4-79,18,E,520,130500,1147,Y315S-6,55
4-79,18,E,520,139200,1040,Y315S-6,55
4-79,18,E,520,148100,932,Y315S-6,55
4-79,18,E,470,81200,1108,Y280M-8,45
4-79,18,E,470,93400,1089,Y280M-8,45
4-79,18,E,470,105500,1020,Y280M-8,45
4-79,18,E,470,117900,932,Y280M-8,45
4-79,18,E,470,126000,853,Y280M-8,45
4-79,18,E,470,133800,755,Y280M-8,45
4-79,18,E,420,72500,883,Y250M-8,30
4-79,18,E,420,83400,863,Y250M-8,30
4-79,18,E,420,94200,814,Y250M-8,30
4-79,18,E,420,105200,745,Y250M-8,30
4-79,18,E,420,112600,677,Y250M-8,30
4-79,18,E,420,119500,598,Y250M-8,30
4-79,18,E,370,63800,686,Y225M-8,22
4-79,18,E,370,73500,667,Y225M-8,22
4-79,18,E,370,84000,628,Y225M-8,22
4-79,18,E,370,92600,579,Y225M-8,22
4-79,18,E,370,99100,530,Y225M-8,22
4-79,18,E,370,105400,461,Y225M-8,22
4-79,18,E,330,56900,549,Y200L-8,15
4-79,18,E,330,65600,530,Y200L-8,15
4-79,18,E,330,74900,500,Y200L-8,15
4-79,18,E,330,82600,461,Y200L-8,15
4-79,18,E,330,88400,422,Y200L-8,15
4-79,18,E,330,94000,363,Y200L-8,15
4-79,18,E,290,50400,422,Y180L-8,11
4-79,18,E,290,57600,402,Y180L-8,11
4-79,18,E,290,65800,382,Y180L-8,11
4-79,18,E,290,72600,353,Y180L-8,11
4-79,18,E,290,77600,324,Y180L-8,11
4-79,18,E,290,82600,284,Y180L-8,11
4-79,18,E,260,44800,343,Y160L-8,7.5
4-79,18,E,260,51700,324,Y160L-8,7.5
4-79,18,E,260,59000,304,Y160L-8,7.5
4-79,18,E,260,65100,284,Y160L-8,7.5
4-79,18,E,260,69600,255,Y160L-8,7.5
4-79,18,E,260,74100,226,Y160L-8,7.5
4-79,20,E,580,137500,2079,Y355M1-8,132
4-79,20,E,580,158400,2039,Y355M1-8,132
4-79,20,E,580,178700,1912,Y355M1-8,132
4-79,20,E,580,199700,1755,Y355M1-8,132
4-79,20,E,580,213500,1598,Y355M1-8,132
4-79,20,E,580,226500,1412,Y355M1-8,132
4-79,20,E,520,123400,1677,Y315M2-8,90
4-79,20,E,520,142000,1638,Y315M2-8,90
4-79,20,E,520,160200,1540,Y315M2-8,90
4-79,20,E,520,179000,1412,Y315M2-8,90
4-79,20,E,520,191300,1285,Y315M2-8,90
4-79,20,E,520,203000,1138,Y315M2-8,90
4-79,20,E,470,111000,1373,Y315M1-8,75
4-79,20,E,470,128300,1344,Y315M1-8,75
4-79,20,E,470,144800,1255,Y315M1-8,75
4-79,20,E,470,161700,1157,Y315M1-8,75
4-79,20,E,470,173000,1049,Y315M1-8,75
4-79,20,E,470,183500,932,Y315M1-8,75
4-79,20,E,420,99600,1089,Y315S-8,55
4-79,20,E,420,114800,1069,Y315S-8,55
4-79,20,E,420,144500,922,Y315S-8,55
4-79,20,E,420,153900,834,Y315S-8,55
4-79,20,E,420,163700,745,Y315S-8,55
4-79,20,E,370,87800,843,Y280S-8,37
4-79,20,E,370,101200,824,Y280S-8,37
4-79,20,E,370,114100,775,Y280S-8,37
4-79,20,E,370,127400,716,Y280S-8,37
4-79,20,E,370,135500,647,Y280S-8,37
4-79,20,E,370,144100,579,Y280S-8,37
4-79,20,E,330,78300,677,Y250M-8,30
4-79,20,E,330,90400,657,Y250M-8,30
4-79,20,E,330,101900,618,Y250M-8,30
4-79,20,E,330,113700,569,Y250M-8,30
4-79,20,E,330,120800,510,Y250M-8,30
4-79,20,E,330,128600,461,Y250M-8,30
4-79,20,E,290,68800,520,Y225S-8,18.5
4-79,20,E,290,79500,510,Y225S-8,18.5
4-79,20,E,290,89500,481,Y225S-8,18.5
4-79,20,E,290,100100,441,Y225S-8,18.5
4-79,20,E,290,106100,392,Y225S-8,18.5
4-79,20,E,290,113000,353,Y225S-8,18.5
4-79,20,E,260,61700,422,Y200L-8,15
4-79,20,E,260,71200,412,Y200L-8,15
4-79,20,E,260,80300,382,Y200L-8,15
4-79,20,E,260,89600,353,Y200L-8,15
4-79,20,E,260,95200,314,Y200L-8,15
4-79,20,E,260,101400,284,Y200L-8,15
4-2x79,5,E,2000,13600,1607,Y160M-4,11
4-2x79,5,E,2000,14320,1568,Y160M-4,11
4-2x79,5,E,2000,15260,1539,Y160M-4,11
4-2x79,5,E,2000,15620,1519,Y160M-4,11
4-2x79,5,E,2000,16460,1480,Y160M-4,11
4-2x79,5,E,2000,17880,1450,Y160M-4,11
4-2x79,5,E,2000,18120,1372,Y160M-4,11
4-2x79,5,E,2000,18820,1206,Y160M-4,11
4-2x79,5,E,1800,9580,1382,Y132M-4,7.5
4-2x79,5,E,1800,9960,1362,Y132M-4,7.5
4-2x79,5,E,1800,11820,1343,Y132M-4,7.5
4-2x79,5,E,1800,1360,1274,Y132M-4,7.5
4-2x79,5,E,1800,14060,1235,Y132M-4,7.5
4-2x79,5,E,1800,14960,1196,Y132M-4,7.5
4-2x79,5,E,1800,15880,1147,Y132M-4,7.5
4-2x79,5,E,1800,17160,941,Y132M-4,7.5
4-2x79,5,E,1550,9620,1010,Y132S-4,5.5
4-2x79,5,E,1550,10640,980,Y132S-4,5.5
4-2x79,5,E,1550,11560,941,Y132S-4,5.5
4-2x79,5,E,1550,12480,892,Y132S-4,5.5
4-2x79,5,E,1550,13310,833,Y132S-4,5.5
4-2x79,5,E,1550,13800,794,Y132S-4,5.5
4-2x79,5,E,1550,14680,725,Y132S-4,5.5
4-2x79,5,E,1550,15200,647,Y132S-4,5.5
4-2x79,5,E,1350,7980,774,Y112M-4,4
4-2x79,5,E,1350,8780,745,Y112M-4,4
4-2x79,5,E,1350,9510,725,Y112M-4,4
4-2x79,5,E,1350,9980,706,Y112M-4,4
4-2x79,5,E,1350,10860,676,Y112M-4,4
4-2x79,5,E,1350,11580,637,Y112M-4,4
4-2x79,5,E,1350,12380,588,Y112M-4,4
4-2x79,5,E,1350,13340,480,Y112M-4,4
4-2x79,5,E,1200,6380,618,Y100L1-4,2.2
4-2x79,5,E,1200,7300,598,Y100L1-4,2.2
4-2x79,5,E,1200,8520,578,Y100L1-4,2.2
4-2x79,5,E,1200,8890,568,Y100L1-4,2.2
4-2x79,5,E,1200,9300,549,Y100L1-4,2.2
4-2x79,5,E,1200,10200,510,Y100L1-4,2.2
4-2x79,5,E,1200,11000,461,Y100L1-4,2.2
4-2x79,5,E,1200,11640,412,Y100L1-4,2.2
4-2x79,5,E,1050,5580,471,Y90L-4,1.5
4-2x79,5,E,1050,6820,451,Y90L-4,1.5
4-2x79,5,E,1050,7460,441,Y90L-4,1.5
4-2x79,5,E,1050,7820,431,Y90L-4,1.5
4-2x79,5,E,1050,8080,421,Y90L-4,1.5
4-2x79,5,E,1050,8940,392,Y90L-4,1.5
4-2x79,5,E,1050,9600,353,Y90L-4,1.5
4-2x79,5,E,1050,10180,314,Y90L-4,1.5
4-2x79,5,E,900,4780,343,Y90S-4,1.1
4-2x79,5,E,900,5390,226,Y90S-4,1.1
4-2x79,5,E,900,7240,304,Y90S-4,1.1
4-2x79,5,E,900,7670,294,Y90S-4,1.1
4-2x79,5,E,900,7960,275,Y90S-4,1.1
4-2x79,5,E,900,8400,255,Y90S-4,1.1
4-2x79,5,E,900,8630,235,Y90S-4,1.1
4-2x79,6,E,1800,16760,1990,Y180M-4,18.5
4-2x79,6,E,1800,18780,1960,Y180M-4,18.5
4-2x79,6,E,1800,19340,1941,Y180M-4,18.5
4-2x79,6,E,1800,19520,1931,Y180M-4,18.5
4-2x79,6,E,1800,20800,1911,Y180M-4,18.5
4-2x79,6,E,1800,21900,1892,Y180M-4,18.5
4-2x79,6,E,1800,23200,1813,Y180M-4,18.5
4-2x79,6,E,1800,29820,1362,Y180M-4,18.5
4-2x79,6,E,1650,15190,1676,Y160L-4,15
4-2x79,6,E,1650,17550,1647,Y160L-4,15
4-2x79,6,E,1650,18060,1627,Y160L-4,15
4-2x79,6,E,1650,18650,1617,Y160L-4,15
4-2x79,6,E,1650,19400,1598,Y160L-4,15
4-2x79,6,E,1650,20590,1568,Y160L-4,15
4-2x79,6,E,1650,21350,1529,Y160L-4,15
4-2x79,6,E,1650,27000,1186,Y160L-4,15
4-2x79,6,E,1500,13660,1392,Y160M-4,11
4-2x79,6,E,1500,15880,1353,Y160M-4,11
4-2x79,6,E,1500,17100,1333,Y160M-4,11
4-2x79,6,E,1500,17650,1323,Y160M-4,11
4-2x79,6,E,1500,18400,1304,Y160M-4,11
4-2x79,6,E,1500,19490,1274,Y160M-4,11
4-2x79,6,E,1500,20400,1225,Y160M-4,11
4-2x79,6,E,1500,24450,990,Y160M-4,11
4-2x79,6,E,1400,12890,1215,Y160M-4,11
4-2x79,6,E,1400,15040,1186,Y160M-4,11
4-2x79,6,E,1400,16330,1157,Y160M-4,11
4-2x79,6,E,1400,17190,1137,Y160M-4,11
4-2x79,6,E,1400,17400,1127,Y160M-4,11
4-2x79,6,E,1400,18190,1098,Y160M-4,11
4-2x79,6,E,1400,19190,1059,Y160M-4,11
4-2x79,6,E,1400,23490,814,Y160M-4,11
4-2x79,6,E,1200,10990,882,Y132S-4,5.5
4-2x79,6,E,1200,14120,853,Y132S-4,5.5
4-2x79,6,E,1200,14910,833,Y132S-4,5.5
4-2x79,6,E,1200,15590,813,Y132S-4,5.5
4-2x79,6,E,1200,16880,744,Y132S-4,5.5
4-2x79,6,E,1200,17680,725,Y132S-4,5.5
4-2x79,6,E,1200,19340,657,Y132S-4,5.5
4-2x79,6,E,1200,20070,588,Y132S-4,5.5
4-2x79,6,E,1050,9610,676,Y112M-4,4
4-2x79,6,E,1050,13000,637,Y112M-4,4
4-2x79,6,E,1050,13590,608,Y112M-4,4
4-2x79,6,E,1050,14820,588,Y112M-4,4
4-2x79,6,E,1050,15470,559,Y112M-4,4
4-2x79,6,E,1050,16650,510,Y112M-4,4
4-2x79,6,E,1050,17560,461,Y112M-4,4
4-2x79,6,E,900,8240,500,Y100L2-4,3
4-2x79,6,E,900,11180,461,Y100L2-4,3
4-2x79,6,E,900,12240,441,Y100L2-4,3
4-2x79,6,E,900,13260,422,Y100L2-4,3
4-2x79,6,E,900,13490,402,Y100L2-4,3
4-2x79,6,E,900,14500,363,Y100L2-4,3
4-2x79,6,E,900,15050,333,Y100L2-4,3
4-2x79,6,E,800,7360,392,Y100L1-4,2.2
4-2x79,6,E,800,8590,382,Y100L1-4,2.2
4-2x79,6,E,800,9780,372,Y100L1-4,2.2
4-2x79,6,E,800,10390,362,Y100L1-4,2.2
4-2x79,6,E,800,11210,343,Y100L1-4,2.2
4-2x79,6,E,800,12270,314,Y100L1-4,2.2
4-2x79,6,E,800,13380,265,Y100L1-4,2.2
4-2x79,7,E,1600,24930,1970,Y200L-4,30
4-2x79,7,E,1600,27810,1941,Y200L-4,30
4-2x79,7,E,1600,30780,1911,Y200L-4,30
4-2x79,7,E,1600,33750,1843,Y200L-4,30
4-2x79,7,E,1600,36540,1764,Y200L-4,30
4-2x79,7,E,1600,39510,1715,Y200L-4,30
4-2x79,7,E,1600,44100,1480,Y200L-4,30
4-2x79,7,E,1600,48330,1166,Y200L-4,30
4-2x79,7,E,1250,19470,1206,Y160L-4,15
4-2x79,7,E,1250,21810,1186,Y160L-4,15
4-2x79,7,E,1250,24010,1166,Y160L-4,15
4-2x79,7,E,1250,26370,1127,Y160L-4,15
4-2x79,7,E,1250,28530,1078,Y160L-4,15
4-2x79,7,E,1250,30870,1049,Y160L-4,15
4-2x79,7,E,1250,34480,902,Y160L-4,15
4-2x79,7,E,1250,37710,716,Y160L-4,15
4-2x79,7,E,1120,17370,970,Y160M-4,11
4-2x79,7,E,1120,19490,951,Y160M-4,11
4-2x79,7,E,1120,21510,931,Y160M-4,11
4-2x79,7,E,1120,25380,902,Y160M-4,11
4-2x79,7,E,1120,25560,863,Y160M-4,11
4-2x79,7,E,1120,27630,943,Y160M-4,11
4-2x79,7,E,1120,30960,725,Y160M-4,11
4-2x79,7,E,1120,33840,549,Y160M-4,11
4-2x79,7,E,1000,15770,774,Y160M-4,11
4-2x79,7,E,1000,17380,755,Y160M-4,11
4-2x79,7,E,1000,19180,745,Y160M-4,11
4-2x79,7,E,1000,21060,716,Y160M-4,11
4-2x79,7,E,1000,22860,686,Y160M-4,11
4-2x79,7,E,1000,24660,667,Y160M-4,11
4-2x79,7,E,1000,27540,578,Y160M-4,11
4-2x79,7,E,1000,30240,461,Y160M-4,11
4-2x79,7,E,900,14000,627,Y132M-4,7.5
4-2x79,7,E,900,15640,608,Y132M-4,7.5
4-2x79,7,E,900,17200,598,Y132M-4,7.5
4-2x79,7,E,900,18900,578,Y132M-4,7.5
4-2x79,7,E,900,20520,559,Y132M-4,7.5
4-2x79,7,E,900,22140,539,Y132M-4,7.5
4-2x79,7,E,900,24840,471,Y132M-4,7.5
4-2x79,7,E,900,27180,473,Y132M-4,7.5
4-2x79,7,E,800,12450,500,Y132S-4,5.5
4-2x79,7,E,800,13910,480,Y132S-4,5.5
4-2x79,7,E,800,15120,471,Y132S-4,5.5
4-2x79,7,E,800,16840,461,Y132S-4,5.5
4-2x79,7,E,800,18280,441,Y132S-4,5.5
4-2x79,7,E,800,19740,422,Y132S-4,5.5
4-2x79,7,E,800,22030,372,Y132S-4,5.5
4-2x79,7,E,800,24190,294,Y132S-4,5.5
4-2x79,7,E,710,10990,392,Y100L2-4,3
4-2x79,7,E,710,12330,382,Y100L2-4,3
4-2x79,7,E,710,13600,372,Y100L2-4,3
4-2x79,7,E,710,14950,363,Y100L2-4,3
4-2x79,7,E,710,16230,343,Y100L2-4,3
4-2x79,7,E,710,17510,333,Y100L2-4,3
4-2x79,7,E,710,19566,294,Y100L2-4,3
4-2x79,7,E,710,21420,235,Y100L2-4,3
4-2x79,8,E,1270,23760,1570,Y200L-4,30
4-2x79,8,E,1270,30560,1550,Y200L-4,30
4-2x79,8,E,1270,33680,1530,Y200L-4,30
4-2x79,8,E,1270,37120,1472,Y200L-4,30
4-2x79,8,E,1270,40160,1413,Y200L-4,30
4-2x79,8,E,1270,43360,1373,Y200L-4,30
4-2x79,8,E,1270,48320,1177,Y200L-4,30
4-2x79,8,E,1270,52960,932,Y200L-4,30
4-2x79,8,E,1120,24080,1226,Y180L-4,22
4-2x79,8,E,1120,26680,1207,Y180L-4,22
4-2x79,8,E,1120,29680,1187,Y180L-4,22
4-2x79,8,E,1120,32640,1148,Y180L-4,22
4-2x79,8,E,1120,35360,1099,Y180L-4,22
4-2x79,8,E,1120,38340,1069,Y180L-4,22
4-2x79,8,E,1120,42720,922,Y180L-4,22
4-2x79,8,E,1120,46720,679,Y180L-4,22
4-2x79,8,E,1000,21520,971,Y160L-4,15
4-2x79,8,E,1000,24000,961,Y160L-4,15
